PLAYER,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TEAM,GAME_ID
P.J. Tucker,34:40,2,5,.400,2,3,.667,0,0,,5,11,16,3,1,0,0,4,6,0,HOU,481
Clint Capela,34:35,8,11,.727,0,0,,5,8,.625,8,15,23,2,0,1,3,2,21,-1,HOU,481
Danuel House,27:34,2,4,.500,0,2,.000,0,0,,0,3,3,1,0,0,0,3,4,+6,HOU,481
Gerald Green,31:07,5,14,.357,5,13,.385,0,0,,0,2,2,0,0,1,0,1,15,-4,HOU,481
Nenê Hilário,13:25,0,2,.000,0,0,,2,4,.500,1,3,4,0,1,0,0,1,2,+8,HOU,481
Brandon Knight,11:59,0,4,.000,0,4,.000,0,0,,1,0,1,0,0,0,1,2,0,-3,HOU,481
Gary Clark,8:59,1,1,1.000,1,1,1.000,0,0,,1,2,3,0,0,0,0,1,3,+9,HOU,481
Michael Carter-Williams,Did Not Play,,,,,,,,,,,,,,,,,,,,HOU,481
Marquese Chriss,Did Not Play,,,,,,,,,,,,,,,,,,,,HOU,481
DeMar DeRozan,37:32,12,24,.500,0,0,,4,5,.800,1,6,7,8,1,2,1,2,28,-17,SAS,481
Rudy Gay,34:09,4,9,.444,2,4,.500,3,4,.750,0,8,8,5,0,0,1,2,13,+3,SAS,481
LaMarcus Aldridge,31:25,9,18,.500,0,0,,0,0,,2,4,6,0,0,1,0,2,18,-11,SAS,481
Bryn Forbes,28:37,5,10,.500,2,5,.400,0,0,,0,5,5,1,0,0,1,4,12,+3,SAS,481
Derrick White,27:32,2,6,.333,1,2,.500,0,0,,1,4,5,5,1,3,3,3,5,+3,SAS,481
Dāvis Bertāns,23:08,4,7,.571,3,5,.600,0,0,,0,5,5,1,0,1,0,0,11,-1,SAS,481
Marco Belinelli,20:34,1,6,.167,1,4,.250,0,0,,0,3,3,0,0,0,1,3,3,-9,SAS,481
Patty Mills,20:28,2,5,.400,1,4,.250,0,0,,0,0,0,3,1,0,1,1,5,-10,SAS,481
Jakob Poeltl,16:35,3,3,1.000,0,0,,0,2,.000,1,3,4,1,0,2,1,0,6,+4,SAS,481
Quincy Pondexter,Did Not Play,,,,,,,,,,,,,,,,,,,,SAS,481
Dante Cunningham,Did Not Play,,,,,,,,,,,,,,,,,,,,SAS,481
Drew Eubanks,Did Not Play,,,,,,,,,,,,,,,,,,,,SAS,481
Josh Richardson,38:40,5,11,.455,2,5,.400,4,5,.800,0,5,5,3,1,1,3,5,16,+5,MIA,482
James Johnson,30:20,5,9,.556,1,4,.250,0,0,,1,5,6,4,2,1,0,0,11,+7,MIA,482
Hassan Whiteside,27:44,5,17,.294,0,0,,1,4,.250,3,10,13,1,0,0,1,2,11,+13,MIA,482
Justise Winslow,27:33,3,8,.375,2,6,.333,0,0,,1,5,6,5,2,0,4,1,8,+17,MIA,482
Rodney McGruder,24:19,3,7,.429,2,3,.667,0,0,,1,4,5,2,1,0,1,2,8,+10,MIA,482
Dwyane Wade,26:32,4,9,.444,0,1,.000,5,6,.833,0,8,8,3,1,0,0,0,13,+3,MIA,482
Kelly Olynyk,19:57,4,12,.333,2,9,.222,1,1,1.000,0,6,6,0,1,0,2,2,11,-5,MIA,482
Tyler Johnson,18:24,1,6,.167,1,3,.333,4,4,1.000,0,1,1,2,0,0,1,0,7,-6,MIA,482
Bam Adebayo,17:59,2,5,.400,0,0,,0,0,,2,2,4,1,1,0,0,4,4,-1,MIA,482
Derrick Jones,8:32,2,5,.400,0,1,.000,1,3,.333,3,0,3,1,0,1,0,2,5,-8,MIA,482
Wayne Ellington,Did Not Play,,,,,,,,,,,,,,,,,,,,MIA,482
Udonis Haslem,Did Not Play,,,,,,,,,,,,,,,,,,,,MIA,482
Khris Middleton,34:31,7,18,.389,2,11,.182,2,2,1.000,0,7,7,4,2,0,4,1,18,+4,MIL,482
Eric Bledsoe,34:06,4,12,.333,0,4,.000,9,11,.818,2,1,3,6,1,0,3,2,17,-2,MIL,482
Giannis Antetokounmpo,33:37,3,12,.250,0,2,.000,3,4,.750,0,13,13,3,0,2,4,5,9,-9,MIL,482
Tony Snell,32:59,3,8,.375,3,8,.375,0,0,,1,3,4,1,0,0,0,1,9,+1,MIL,482
Brook Lopez,27:51,4,12,.333,1,7,.143,0,1,.000,0,4,4,1,2,3,0,0,9,-3,MIL,482
D.J. Wilson,26:08,2,6,.333,1,3,.333,0,0,,2,6,8,0,0,0,0,3,5,+2,MIL,482
George Hill,16:31,4,6,.667,1,2,.500,1,2,.500,1,2,3,3,0,0,0,3,10,-4,MIL,482
Pat Connaughton,14:25,0,2,.000,0,2,.000,0,0,,0,1,1,2,1,2,0,0,0,-10,MIL,482
Sterling Brown,11:35,4,7,.571,1,3,.333,0,0,,0,4,4,0,0,1,3,0,9,-12,MIL,482
Thon Maker,8:17,0,1,.000,0,1,.000,1,2,.500,0,1,1,0,0,1,1,4,1,-2,MIL,482
Jason Smith,Did Not Play,,,,,,,,,,,,,,,,,,,,MIL,482
Malcolm Brogdon,Did Not Dress,,,,,,,,,,,,,,,,,,,,MIL,482
Jaylen Morris,Did Not Play,,,,,,,,,,,,,,,,,,,,MIL,482
Stephen Curry,39:29,7,22,.318,6,17,.353,2,3,.667,2,3,5,5,2,0,3,5,22,-3,GSW,483
Kevin Durant,36:51,9,18,.500,3,5,.600,8,8,1.000,2,10,12,8,0,1,5,2,29,+1,GSW,483
Draymond Green,35:15,6,11,.545,2,4,.500,0,0,,1,9,10,5,0,2,3,3,14,-2,GSW,483
Klay Thompson,33:00,6,15,.400,0,5,.000,2,2,1.000,0,5,5,4,2,1,2,2,14,-12,GSW,483
Kevon Looney,24:05,3,5,.600,0,0,,0,0,,3,6,9,1,1,0,0,2,6,+3,GSW,483
Andre Iguodala,23:27,2,8,.250,2,8,.250,0,0,,1,3,4,6,1,2,0,2,6,+10,GSW,483
Jonas Jerebko,20:48,10,12,.833,2,4,.500,1,1,1.000,4,2,6,3,1,0,0,1,23,+14,GSW,483
Shaun Livingston,16:53,2,5,.400,0,0,,0,0,,1,1,2,2,0,1,0,3,4,+18,GSW,483
Alfonzo McKinnie,6:57,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,3,2,-8,GSW,483
Jordan Bell,3:15,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0,-1,GSW,483
Quinn Cook,Did Not Play,,,,,,,,,,,,,,,,,,,,GSW,483
Damion Lee,Did Not Play,,,,,,,,,,,,,,,,,,,,GSW,483
Harrison Barnes,35:41,6,16,.375,0,7,.000,5,5,1.000,1,5,6,2,1,1,1,2,17,+6,DAL,483
DeAndre Jordan,35:41,4,8,.500,0,0,,4,10,.400,4,19,23,5,2,1,1,2,12,+6,DAL,483
Wesley Matthews,35:32,9,15,.600,7,11,.636,0,0,,2,1,3,4,1,0,2,2,25,+8,DAL,483
Luka Dončić,29:40,7,15,.467,3,6,.500,2,4,.500,1,2,3,5,1,1,2,2,19,-2,DAL,483
Jalen Brunson,24:27,4,10,.400,2,3,.667,0,0,,1,1,2,3,3,0,3,2,10,+4,DAL,483
Dorian Finney-Smith,21:25,3,7,.429,0,2,.000,4,5,.800,1,2,3,1,0,0,0,3,10,-4,DAL,483
J.J. Barea,20:28,4,10,.400,2,6,.333,1,1,1.000,0,2,2,6,1,0,3,1,11,-6,DAL,483
Devin Harris,12:28,2,4,.500,0,2,.000,0,0,,0,1,1,0,0,0,0,0,4,-12,DAL,483
Maxi Kleber,12:19,2,3,.667,0,1,.000,1,2,.500,1,2,3,2,0,0,0,0,5,-10,DAL,483
Dirk Nowitzki,12:19,1,4,.250,0,1,.000,1,1,1.000,0,0,0,0,0,0,1,0,3,-10,DAL,483
Ryan Broekhoff,Did Not Play,,,,,,,,,,,,,,,,,,,,DAL,483
Salah Mejri,Did Not Play,,,,,,,,,,,,,,,,,,,,DAL,483
Dwight Powell,Did Not Play,,,,,,,,,,,,,,,,,,,,DAL,483
Ricky Rubio,37:19,5,11,.455,2,4,.500,0,0,,0,7,7,14,3,0,4,3,12,+8,UTA,484
Donovan Mitchell,36:41,7,17,.412,2,8,.250,4,6,.667,2,7,9,6,1,0,4,3,20,+3,UTA,484
Rudy Gobert,34:00,8,15,.533,0,0,,4,6,.667,3,7,10,0,0,1,0,1,20,+3,UTA,484
Joe Ingles,33:29,5,12,.417,3,8,.375,0,0,,0,4,4,8,3,0,2,4,13,+11,UTA,484
Derrick Favors,27:43,7,15,.467,1,1,1.000,1,2,.500,2,3,5,3,1,2,1,1,16,+2,UTA,484
Jae Crowder,20:23,4,7,.571,0,3,.000,0,2,.000,1,3,4,1,0,1,1,2,8,-12,UTA,484
Kyle Korver,18:52,2,5,.400,0,3,.000,0,0,,0,0,0,1,2,0,0,0,4,-12,UTA,484
Thabo Sefolosha,13:49,3,3,1.000,3,3,1.000,0,0,,0,3,3,1,1,0,0,2,9,+4,UTA,484
Dante Exum,10:35,1,5,.200,0,2,.000,2,2,1.000,1,0,1,1,1,0,1,1,4,-9,UTA,484
Royce O'Neale,7:09,0,3,.000,0,2,.000,0,0,,1,0,1,0,0,0,0,2,0,-3,UTA,484
Georges Niang,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,484
Ekpe Udoh,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,484
Raul Neto,Did Not Play,,,,,,,,,,,,,,,,,,,,UTA,484
Paul George,40:08,15,25,.600,5,10,.500,8,10,.800,1,13,14,6,5,1,3,1,43,+8,OKC,484
Jerami Grant,39:26,6,11,.545,1,3,.333,2,4,.500,0,7,7,0,1,2,1,2,15,+10,OKC,484
Steven Adams,39:18,7,12,.583,0,0,,1,4,.250,4,6,10,0,1,1,2,1,15,+8,OKC,484
Russell Westbrook,34:56,3,17,.176,0,4,.000,2,2,1.000,0,12,12,9,3,0,6,6,8,-12,OKC,484
Terrance Ferguson,18:44,1,2,.500,0,0,,0,0,,0,0,0,1,0,0,0,4,2,-6,OKC,484
Dennis Schröder,26:42,5,12,.417,1,3,.333,0,0,,0,1,1,2,1,0,4,1,11,+7,OKC,484
Álex Abrines,15:32,2,4,.500,2,4,.500,0,0,,0,1,1,0,0,0,0,4,6,+13,OKC,484
Nerlens Noel,8:43,0,0,,0,0,,1,2,.500,0,1,1,1,0,1,1,1,1,-7,OKC,484
Patrick Patterson,8:34,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-9,OKC,484
Hamidou Diallo,7:57,2,4,.500,0,0,,0,0,,3,1,4,0,0,0,0,1,4,-7,OKC,484
Timothé Luwawu-Cabarrot,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,484
Raymond Felton,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,484
Abdel Nader,Did Not Play,,,,,,,,,,,,,,,,,,,,OKC,484
Blake Griffin,39:12,4,14,.286,1,7,.143,6,9,.667,0,7,7,3,1,0,5,3,15,+5,DET,485
Reggie Bullock,37:11,2,6,.333,2,5,.400,2,2,1.000,0,1,1,3,0,0,2,2,8,-4,DET,485
Reggie Jackson,30:53,5,12,.417,2,5,.400,4,5,.800,0,1,1,5,0,0,2,6,16,+3,DET,485
Andre Drummond,28:57,6,12,.500,0,0,,1,6,.167,2,13,15,2,2,5,2,3,13,-13,DET,485
Luke Kennard,9:26,1,3,.333,0,1,.000,0,0,,0,0,0,0,1,0,1,0,2,-7,DET,485
Langston Galloway,21:44,6,12,.500,3,5,.600,3,3,1.000,0,2,2,0,0,0,0,2,18,+7,DET,485
Stanley Johnson,20:26,2,9,.222,0,3,.000,0,0,,0,2,2,1,0,1,2,3,4,-4,DET,485
Zaza Pachulia,19:05,3,4,.750,0,0,,1,2,.500,2,6,8,3,2,2,0,2,7,+8,DET,485
José Calderón,17:05,1,3,.333,0,1,.000,0,0,,0,2,2,3,0,0,2,0,2,-4,DET,485
Bruce Brown,16:01,4,8,.500,2,2,1.000,0,0,,1,2,3,1,0,1,0,4,10,-6,DET,485
Keenan Evans,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,485
Khyri Thomas,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,485
Jon Leuer,Did Not Play,,,,,,,,,,,,,,,,,,,,DET,485
Kent Bazemore,35:02,4,13,.308,1,3,.333,4,4,1.000,0,4,4,1,2,3,1,3,13,+4,ATL,485
Alex Len,34:43,7,18,.389,0,1,.000,1,2,.500,8,9,17,1,1,3,4,5,15,-2,ATL,485
Kevin Huerter,34:23,4,10,.400,0,2,.000,0,0,,1,1,2,2,1,1,0,4,8,-7,ATL,485
Trae Young,30:58,4,14,.286,0,3,.000,4,6,.667,3,4,7,6,2,0,6,1,12,+3,ATL,485
Dewayne Dedmon,21:00,4,6,.667,1,2,.500,2,4,.500,0,5,5,3,1,1,1,6,11,+7,ATL,485
Vince Carter,27:54,7,14,.500,3,9,.333,1,1,1.000,1,6,7,2,0,0,1,3,18,+11,ATL,485
DeAndre' Bembry,17:52,2,5,.400,0,0,,0,0,,1,2,3,2,1,0,1,2,4,+14,ATL,485
Jeremy Lin,17:02,2,7,.286,0,1,.000,6,6,1.000,0,3,3,4,0,0,1,0,10,0,ATL,485
Justin Anderson,14:01,2,2,1.000,1,1,1.000,2,2,1.000,0,5,5,2,1,0,0,1,7,-12,ATL,485
Daniel Hamilton,3:54,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,0,0,+2,ATL,485
Alex Poythress,3:11,0,1,.000,0,0,,0,0,,1,0,1,0,0,1,0,0,0,-5,ATL,485
Tyler Dorsey,Did Not Play,,,,,,,,,,,,,,,,,,,,ATL,485
Jaylen Adams,Did Not Play,,,,,,,,,,,,,,,,,,,,ATL,485
Victor Oladipo,36:13,4,13,.308,2,7,.286,2,2,1.000,0,6,6,9,3,0,3,2,12,+1,IND,486
Myles Turner,32:14,8,17,.471,1,2,.500,1,1,1.000,7,10,17,2,1,2,2,2,18,+12,IND,486
Bojan Bogdanović,29:25,5,12,.417,3,7,.429,1,2,.500,0,3,3,2,3,0,3,1,14,+1,IND,486
Thaddeus Young,27:44,5,12,.417,0,2,.000,0,0,,5,4,9,1,1,0,0,4,10,+11,IND,486
Darren Collison,21:56,5,11,.455,2,5,.400,0,0,,0,2,2,2,1,1,1,1,12,+6,IND,486
Cory Joseph,27:56,4,10,.400,0,2,.000,0,0,,1,5,6,4,1,0,3,3,8,+12,IND,486
Domantas Sabonis,25:16,6,7,.857,0,0,,3,4,.750,2,8,10,3,0,2,2,5,15,+12,IND,486
Doug McDermott,21:02,1,4,.250,0,2,.000,0,0,,1,1,2,0,1,0,2,3,2,+9,IND,486
Aaron Holiday,14:48,4,9,.444,1,3,.333,3,3,1.000,0,1,1,1,1,1,1,4,12,+16,IND,486
Kyle O'Quinn,2:06,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,IND,486
T.J. Leaf,1:20,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0,IND,486
John Wall,27:41,1,7,.143,1,4,.250,4,4,1.000,1,4,5,5,1,0,7,2,7,-12,WAS,486
Trevor Ariza,27:38,2,5,.400,2,5,.400,0,0,,0,4,4,2,1,0,3,3,6,-12,WAS,486
Jeff Green,25:53,4,10,.400,1,5,.200,1,1,1.000,1,2,3,2,0,0,3,1,10,-12,WAS,486
Bradley Beal,23:52,2,11,.182,1,6,.167,2,2,1.000,0,4,4,5,1,0,0,0,7,-4,WAS,486
Thomas Bryant,17:35,3,6,.500,1,1,1.000,4,4,1.000,0,7,7,0,0,0,1,2,11,-2,WAS,486
Markieff Morris,25:01,5,12,.417,1,5,.200,5,5,1.000,1,5,6,1,1,0,0,3,16,-19,WAS,486
Sam Dekker,22:07,4,8,.500,0,1,.000,0,0,,0,2,2,0,0,0,0,1,8,-4,WAS,486
Tomáš Satoranský,19:53,3,6,.500,0,2,.000,2,2,1.000,2,1,3,0,2,0,4,4,8,-11,WAS,486
Chasson Randle,18:29,3,5,.600,2,2,1.000,2,4,.500,1,0,1,4,1,1,3,1,10,-6,WAS,486
Ron Baker,16:18,0,2,.000,0,2,.000,0,0,,0,1,1,0,1,0,1,0,0,-5,WAS,486
Troy Brown,6:05,0,1,.000,0,0,,0,0,,0,0,0,2,0,0,0,1,0,+1,WAS,486
Ian Mahinmi,5:24,1,2,.500,0,1,.000,4,4,1.000,0,1,1,0,0,0,0,0,6,+5,WAS,486
Jordan McRae,4:04,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+1,WAS,486
Kyrie Irving,28:53,9,12,.750,4,6,.667,3,4,.750,1,3,4,5,0,1,1,1,25,+25,BOS,487
Marcus Smart,28:34,2,5,.400,2,4,.500,0,0,,2,0,2,5,3,0,0,3,6,+17,BOS,487
Jayson Tatum,23:15,6,13,.462,3,8,.375,2,3,.667,0,4,4,1,0,0,2,0,17,+17,BOS,487
Marcus Morris,20:27,5,10,.500,2,4,.500,0,0,,2,6,8,0,0,0,1,1,12,+26,BOS,487
Al Horford,19:08,4,4,1.000,0,0,,2,3,.667,2,4,6,5,0,1,1,2,10,+19,BOS,487
Terry Rozier,25:30,3,10,.300,0,4,.000,3,3,1.000,0,6,6,6,1,1,1,1,9,-3,BOS,487
Gordon Hayward,24:10,2,7,.286,0,2,.000,4,4,1.000,1,6,7,2,0,0,1,1,8,+11,BOS,487
Daniel Theis,17:52,4,5,.800,1,1,1.000,1,2,.500,3,2,5,1,0,0,1,4,10,+9,BOS,487
Jaylen Brown,15:45,3,9,.333,0,4,.000,2,2,1.000,0,1,1,2,3,0,2,4,8,+6,BOS,487
Semi Ojeleye,12:00,2,4,.500,1,3,.333,0,0,,0,2,2,1,0,0,1,2,5,-11,BOS,487
Robert Williams,11:00,2,3,.667,0,0,,2,2,1.000,0,2,2,0,1,1,3,1,6,-12,BOS,487
Brad Wanamaker,7:10,0,2,.000,0,2,.000,0,0,,0,0,0,1,0,0,0,2,0,-13,BOS,487
Guerschon Yabusele,6:16,1,2,.500,0,1,.000,1,2,.500,0,0,0,1,0,0,0,0,3,-11,BOS,487
Kemba Walker,28:38,8,15,.533,3,8,.375,2,2,1.000,0,3,3,4,2,1,2,0,21,-21,CHO,487
Jeremy Lamb,27:33,4,12,.333,1,6,.167,5,8,.625,0,2,2,5,1,0,1,1,14,-23,CHO,487
Marvin Williams,25:55,1,9,.111,0,5,.000,2,2,1.000,0,1,1,1,1,0,0,4,4,-25,CHO,487
Nicolas Batum,22:58,2,6,.333,1,2,.500,0,0,,0,5,5,1,0,0,1,2,5,-18,CHO,487
Cody Zeller,19:50,2,4,.500,0,1,.000,1,2,.500,1,2,3,0,0,0,0,4,5,-12,CHO,487
Miles Bridges,26:43,1,6,.167,1,2,.500,0,0,,0,7,7,3,2,1,0,2,3,-5,CHO,487
Willy Hernangómez,23:00,8,11,.727,0,1,.000,3,5,.600,5,5,10,2,0,2,2,0,19,0,CHO,487
Michael Kidd-Gilchrist,18:01,3,7,.429,0,0,,1,1,1.000,2,0,2,0,0,1,2,2,7,-12,CHO,487
Malik Monk,15:02,4,8,.500,2,6,.333,3,3,1.000,1,0,1,1,1,0,1,1,13,+15,CHO,487
Devonte' Graham,12:00,3,5,.600,0,1,.000,1,1,1.000,0,1,1,5,2,0,0,0,7,+11,CHO,487
Tony Parker,11:21,1,4,.250,0,0,,1,2,.500,0,1,1,2,0,0,0,0,3,-7,CHO,487
Dwayne Bacon,8:59,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,1,2,+17,CHO,487
Frank Kaminsky,Did Not Play,,,,,,,,,,,,,,,,,,,,CHO,487
Rodions Kurucs,32:59,7,15,.467,0,1,.000,2,2,1.000,3,7,10,2,0,1,2,2,16,-2,BRK,488
Joe Harris,32:21,4,8,.500,3,7,.429,2,2,1.000,0,3,3,2,0,0,1,1,13,+12,BRK,488
D'Angelo Russell,30:50,6,18,.333,2,5,.400,4,4,1.000,0,6,6,8,2,0,7,2,18,+15,BRK,488
Jarrett Allen,23:46,5,9,.556,1,1,1.000,0,1,.000,3,6,9,2,1,0,0,0,11,+12,BRK,488
Rondae Hollis-Jefferson,16:46,1,3,.333,0,1,.000,4,8,.500,3,2,5,0,1,2,3,1,6,+4,BRK,488
DeMarre Carroll,28:30,0,4,.000,0,2,.000,0,0,,1,3,4,0,0,0,0,0,0,-5,BRK,488
Spencer Dinwiddie,26:07,7,14,.500,2,5,.400,8,9,.889,0,2,2,7,0,0,3,3,24,+1,BRK,488
Ed Davis,24:14,7,8,.875,0,0,,1,7,.143,4,5,9,0,3,1,1,1,15,-4,BRK,488
Jared Dudley,21:14,3,5,.600,2,4,.500,0,0,,0,1,1,4,0,0,0,4,8,+15,BRK,488
Shabazz Napier,2:30,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-6,BRK,488
Theo Pinson,0:43,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-2,BRK,488
Kenneth Faried,Did Not Play,,,,,,,,,,,,,,,,,,,,BRK,488
Treveon Graham,Did Not Dress,,,,,,,,,,,,,,,,,,,,BRK,488
Mikal Bridges,35:59,3,4,.750,0,1,.000,3,3,1.000,0,3,3,4,5,1,2,5,9,-4,PHO,488
Deandre Ayton,32:16,13,16,.813,0,0,,0,0,,4,14,18,1,2,3,2,4,26,+7,PHO,488
Devin Booker,30:03,10,23,.435,1,4,.250,4,4,1.000,2,0,2,9,0,0,4,2,25,-4,PHO,488
T.J. Warren,29:06,2,11,.182,0,4,.000,0,0,,0,4,4,3,1,0,1,4,4,-4,PHO,488
De'Anthony Melton,25:24,0,6,.000,0,3,.000,0,0,,0,2,2,1,1,0,0,3,0,-3,PHO,488
Josh Jackson,23:11,4,9,.444,0,2,.000,3,5,.600,1,2,3,1,0,0,0,2,11,-11,PHO,488
Kelly Oubre,19:47,2,4,.500,1,1,1.000,2,2,1.000,0,2,2,3,0,1,2,0,7,-7,PHO,488
Richaun Holmes,15:44,4,5,.800,0,0,,0,0,,3,3,6,1,0,0,1,3,8,-15,PHO,488
Troy Daniels,14:21,3,4,.750,1,1,1.000,0,0,,0,1,1,0,1,0,0,2,7,+10,PHO,488
Jamal Crawford,14:09,2,7,.286,0,1,.000,2,2,1.000,0,0,0,1,0,0,0,2,6,-9,PHO,488
Eric Moreland,Did Not Play,,,,,,,,,,,,,,,,,,,,PHO,488
Dragan Bender,Did Not Play,,,,,,,,,,,,,,,,,,,,PHO,488
Elie Okobo,Did Not Play,,,,,,,,,,,,,,,,,,,,PHO,488
Cedi Osman,37:01,6,11,.545,2,4,.500,3,3,1.000,1,6,7,1,0,0,1,3,17,-18,CLE,489
Collin Sexton,32:51,3,16,.188,0,2,.000,0,0,,1,2,3,3,1,0,1,1,6,-13,CLE,489
Larry Nance,32:48,9,14,.643,0,2,.000,2,4,.500,3,3,6,1,3,0,2,3,20,-19,CLE,489
Alec Burks,28:11,5,10,.500,2,6,.333,0,1,.000,0,6,6,3,0,0,2,1,12,-4,CLE,489
Jaron Blossomgame,22:04,0,2,.000,0,1,.000,0,0,,0,2,2,0,1,0,1,1,0,-11,CLE,489
Jordan Clarkson,30:52,8,13,.615,1,3,.333,0,0,,1,0,1,1,0,0,2,1,17,-10,CLE,489
David Nwaba,20:45,2,4,.500,0,0,,3,5,.600,0,3,3,0,0,0,1,5,7,-12,CLE,489
Matthew Dellavedova,18:41,4,9,.444,1,3,.333,1,1,1.000,0,1,1,1,0,0,1,2,10,-11,CLE,489
Ante Žižić,12:46,0,3,.000,0,0,,0,0,,1,1,2,1,0,2,0,2,0,-7,CLE,489
Channing Frye,2:26,1,2,.500,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3,+6,CLE,489
Jalen Jones,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1,CLE,489
Justin Holiday,34:22,5,8,.625,3,5,.600,2,2,1.000,0,5,5,1,3,0,4,2,15,+21,CHI,489
Ryan Arcidiacono,33:17,5,8,.625,1,2,.500,1,1,1.000,0,4,4,8,3,0,0,2,12,+10,CHI,489
Lauri Markkanen,32:21,11,18,.611,5,10,.500,4,4,1.000,0,4,4,3,0,0,0,2,31,+11,CHI,489
Kris Dunn,28:41,8,11,.727,0,0,,1,1,1.000,0,8,8,7,1,1,1,5,17,+21,CHI,489
Wendell Carter,19:08,2,7,.286,0,0,,1,2,.500,2,5,7,2,0,0,1,4,5,+3,CHI,489
Chandler Hutchison,32:27,2,3,.667,0,0,,0,0,,1,4,5,1,0,0,0,0,4,+8,CHI,489
Shaquille Harrison,23:11,2,5,.400,1,2,.500,1,2,.500,1,1,2,2,0,0,1,1,6,+9,CHI,489
Robin Lopez,19:50,5,9,.556,0,1,.000,1,1,1.000,1,2,3,0,0,1,3,1,11,+7,CHI,489
Antonio Blakeney,13:33,2,6,.333,0,1,.000,4,4,1.000,0,3,3,2,0,1,1,1,8,+8,CHI,489
Rawle Alkins,1:35,1,3,.333,1,1,1.000,0,0,,2,0,2,0,0,0,0,0,3,+1,CHI,489
Cristiano Felício,1:35,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,+1,CHI,489
Cameron Payne,Did Not Play,,,,,,,,,,,,,,,,,,,,CHI,489
Jabari Parker,Did Not Play,,,,,,,,,,,,,,,,,,,,CHI,489
Aaron Gordon,32:53,4,7,.571,2,4,.500,4,4,1.000,1,5,6,4,1,1,2,2,14,-9,ORL,490
Nikola Vučević,29:27,3,12,.250,0,1,.000,2,5,.400,5,2,7,0,0,1,3,1,8,-23,ORL,490
Evan Fournier,26:43,5,11,.455,3,7,.429,4,6,.667,2,4,6,4,1,0,3,3,17,-20,ORL,490
Jonathan Isaac,24:28,2,7,.286,0,2,.000,4,4,1.000,2,5,7,1,0,1,1,0,8,-25,ORL,490
D.J. Augustin,22:01,3,5,.600,1,2,.500,0,0,,0,1,1,2,1,0,3,5,7,-9,ORL,490
Terrence Ross,27:56,2,9,.222,2,6,.333,1,2,.500,0,5,5,1,0,0,1,0,7,+2,ORL,490
Jerian Grant,25:59,2,5,.400,1,3,.333,3,3,1.000,1,0,1,1,1,0,2,3,8,-15,ORL,490
Jonathon Simmons,20:42,5,6,.833,1,2,.500,0,0,,0,1,1,1,0,0,2,1,11,-8,ORL,490
Mohamed Bamba,14:47,2,4,.500,0,0,,3,6,.500,1,4,5,1,0,2,1,3,7,+3,ORL,490
Isaiah Briscoe,3:46,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2,-4,ORL,490
Wesley Iwundu,3:46,0,1,.000,0,0,,2,2,1.000,0,0,0,0,0,0,0,0,2,-4,ORL,490
Jarell Martin,3:46,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-4,ORL,490
Khem Birch,3:46,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4,ORL,490
Josh Richardson,37:06,4,14,.286,2,8,.250,5,5,1.000,2,8,10,4,2,0,2,1,15,+21,MIA,490
Justise Winslow,30:30,9,12,.750,3,4,.750,1,2,.500,1,5,6,5,4,0,2,4,22,+28,MIA,490
Tyler Johnson,28:04,9,15,.600,6,9,.667,1,1,1.000,0,1,1,2,0,0,2,1,25,+22,MIA,490
Hassan Whiteside,27:49,7,13,.538,0,0,,0,2,.000,1,5,6,1,2,2,3,4,14,+27,MIA,490
James Johnson,24:35,4,4,1.000,1,1,1.000,0,0,,0,3,3,5,1,0,0,4,9,+22,MIA,490
Dwyane Wade,23:42,4,12,.333,1,4,.250,1,1,1.000,0,1,1,4,0,0,0,1,10,+6,MIA,490
Derrick Jones,21:58,2,5,.400,1,2,.500,1,2,.500,2,3,5,0,0,1,0,3,6,+7,MIA,490
